,id,rank,Country,Continent,Infection_Risk,Case_Fatality_Rate,Test_Percentage,Recovery_Proporation,TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,TotalTests,Population,one_Caseevery_X_ppl,one_Deathevery_X_ppl,one_Testevery_X_ppl,Deaths_1M_pop,Serious_Critical,Tests_1M_Pop,TotCases_1M_Pop
120,f01f73fb-71ea-4624-b07e-e86ac91bc8aa,119,Cambodia,Asia,0.79,2.26,17.05,97.01,135402,58,3054,0,131351,38,997,2919136,17118250,126,5605,6,178.0,0,170528,7910.0
121,30ac458c-b000-48f2-abc7-7c4c1c3e590c,120,Guadeloupe,North America,32.66,0.64,234.37,1.72,130705,0,843,0,2250,0,127612,938039,400242,3,475,0,2106.0,19,2343680,326565.0
122,c784559e-003a-490b-9753-4b23ee5fdb39,121,Brunei,Asia,29.37,0.15,161.41,94.1,130611,774,202,2,122905,2344,7504,717784,444709,3,2202,1,454.0,11,1614053,293700.0
123,1f86fa0e-6fd9-4730-87fd-0ddbc0f36c5a,122,Rwanda,Africa,0.96,1.12,37.57,35.1,129708,2,1458,0,45522,0,82728,5073959,13505961,104,9263,3,108.0,0,375683,9604.0
124,6441ca62-ed56-432f-b0c0-3024122e2588,123,Jamaica,North America,4.31,2.24,30.52,62.72,128628,0,2875,0,80673,0,45080,910544,2983477,23,1038,3,964.0,25,305196,43113.0
125,34f83a43-85ad-481a-a2ee-85187b17353c,124,Cameroon,Africa,0.43,1.61,6.33,98.25,119544,0,1927,0,117455,0,162,1751774,27685506,232,14367,16,70.0,13,63274,4318.0
126,b50812db-56f1-447e-968b-526934c83624,125,Angola,Africa,0.29,1.92,4.3,97.92,99102,0,1900,0,97037,0,165,1489354,34628954,349,18226,23,55.0,0,43009,2862.0
127,cd1dfb64-b4f2-4661-b570-66a98c26eeb1,126,DRC,Africa,0.09,1.54,0.9,58.8,86611,0,1335,0,50930,0,34346,846704,94256087,1088,70604,111,14.0,0,8983,919.0
128,35347f67-6496-45b8-b013-622e97792c33,127,Senegal,Africa,0.49,2.29,5.93,97.67,85854,0,1964,0,83854,0,36,1037803,17504863,204,8913,17,112.0,1,59287,4905.0
129,b7cb925f-fc60-4ed0-b0d8-fd0a77dae164,128,Malawi,Africa,0.43,3.07,2.8,92.23,85608,12,2626,0,78960,307,4022,559765,19982458,233,7609,36,131.0,67,28013,4284.0
130,bbfdfb8a-1a86-4ad2-a36c-38f6c9cbf0c4,129,Ivory Coast,Africa,0.3,0.97,5.32,99.0,81690,0,796,0,80873,0,21,1463947,27504842,337,34554,19,29.0,0,53225,2970.0
131,93bf229f-1445-4ce5-aa0a-63c907479092,130,Suriname,South America,13.28,1.67,39.43,62.4,79133,21,1324,0,49376,2,28433,234914,595704,8,450,3,2223.0,0,394347,132839.0
132,80ba148c-004a-40fa-8304-1b4195fc4a28,131,French Guiana,South America,25.21,0.5,195.25,14.31,78649,0,394,0,11254,0,67001,609252,312033,4,792,1,1263.0,4,1952524,252053.0
133,90d0759a-ecb8-4dd3-9312-e8f952e2834f,132,Malta,Europe,17.3,0.82,273.11,93.61,76749,392,630,3,71843,115,4276,1211456,443573,6,704,0,1420.0,3,2731131,173025.0
134,6b425e6c-2b37-480f-bfe9-3531d926ef63,133,French Polynesia,Australia/Oceania,25.33,0.9,0.0,0.0,71868,0,646,0,71222,0,0,0,283711,4,439,0,2277.0,7,0,253314.0
135,5f88cfd7-6a96-4234-86e2-050ea154a08d,134,Eswatini,Africa,5.9,2.0,42.27,97.93,69663,5,1393,0,68223,14,47,499170,1180896,17,848,2,1180.0,11,422704,58992.0
136,797ccfb3-faf9-46fe-8e11-db4c9ea50700,135,Channel Islands,Europe,37.33,0.23,700.96,90.38,65931,0,150,0,59589,0,6192,1238103,176629,3,1178,0,849.0,0,7009625,373274.0
137,7b513adb-ea2d-490b-a0d5-8f9f7af33ddc,136,Fiji,Australia/Oceania,7.09,1.3,55.55,97.17,64376,0,834,0,62557,0,985,504187,907657,14,1088,2,919.0,0,555482,70925.0
138,e13ba956-f90f-4d60-a37f-4dfe17710fe1,137,Madagascar,Africa,0.22,2.16,1.41,92.64,63928,0,1380,0,59225,0,3323,407670,28918723,452,20956,71,48.0,19,14097,2211.0
139,d53fe90c-410d-4315-a7ba-941fab44867d,138,Guyana,South America,7.97,1.94,71.0,97.89,63223,0,1226,0,61890,0,107,563141,793103,13,647,1,1546.0,1,710048,79716.0
140,7d476ff7-09ba-4720-a954-8116aa4732af,139,Sudan,Africa,0.14,7.92,1.23,0.0,61889,0,4901,0,56988,0,0,562941,45615143,737,9307,81,107.0,0,12341,1357.0
141,0bc14339-2009-4132-a9f6-2a27ed8dd533,140,New Caledonia,Australia/Oceania,20.73,0.52,34.1,98.53,60167,0,310,0,59280,0,577,98964,290235,5,936,3,1068.0,14,340979,207304.0
142,34e08b74-4426-4f8f-ba04-2ad3268d57ed,141,Mauritania,Africa,1.21,1.67,15.95,98.31,58666,1,982,1,57677,0,7,775303,4860427,83,4950,6,202.0,0,159513,12070.0
143,c8f46d40-0f9b-4a75-bbca-97461b78c8b8,142,Barbados,North America,20.23,0.57,210.76,97.84,58270,0,330,0,57014,0,926,606962,287982,5,873,0,1146.0,0,2107639,202339.0
144,c6f18a23-8f0d-43b2-9824-43841ad9e91b,143,Belize,North America,13.96,1.14,126.47,98.29,57231,0,654,0,56255,0,322,518619,410082,7,627,1,1595.0,6,1264671,139560.0
145,1b4c6f13-6569-42c4-ac46-70aac0a61cf1,144,Cabo Verde,Africa,9.88,0.72,70.79,99.15,55947,2,401,0,55474,3,72,400982,566409,10,1412,1,708.0,23,707937,98775.0
146,86c418c9-9bad-4c05-90a0-31f87650ee52,145,Syria,Asia,0.31,5.63,0.8,92.32,55634,0,3131,0,51361,0,1142,146269,18233896,328,5824,125,172.0,0,8022,3051.0
147,9151888a-1e30-41cf-83ac-6b30b75199ba,146,Gabon,Africa,2.05,0.64,68.55,99.33,47584,0,303,0,47263,0,18,1587821,2316317,49,7645,1,131.0,0,685494,20543.0
148,1d10595e-15e7-4d0f-a990-6b45b1af1120,147,Papua New Guinea,Australia/Oceania,0.45,1.54,2.7,96.08,41533,0,639,0,39905,0,989,249149,9239416,222,14459,37,69.0,7,26966,4495.0
149,9390f297-9b1c-4460-9969-09162343cfaa,148,Curaçao,North America,24.34,0.66,299.0,98.1,40217,0,267,0,39453,0,497,494095,165251,4,619,0,1616.0,3,2989967,243369.0
150,d7bf6e66-1301-41b6-abef-9d561247123d,149,Seychelles,Africa,40.23,0.41,0.0,98.94,39991,0,163,0,39566,0,262,0,99398,2,610,0,1640.0,0,0,402332.0
151,3a152b44-2832-418e-853e-50a89cacf701,150,Andorra,Europe,51.26,0.39,322.46,97.88,39713,0,153,0,38871,0,689,249838,77478,2,506,0,1975.0,14,3224632,512571.0
152,7d567c91-c413-4427-b015-408a660c2fb7,151,Burundi,Africa,0.31,0.1,2.77,2.01,38440,34,38,0,773,0,37629,345742,12501409,325,328984,36,3.0,0,27656,3075.0
153,23047b40-5204-4d21-a200-b219d68f6fdc,152,Togo,Africa,0.43,0.74,8.29,99.11,36911,4,272,0,36581,0,58,714402,8613388,233,31667,12,32.0,0,82941,4285.0
154,ba51f892-30dd-43c5-a994-f70954fc88d5,153,Mayotte,Africa,12.93,0.51,62.26,8.07,36745,0,187,0,2964,0,33594,176919,284168,8,1520,2,658.0,0,622586,129307.0
155,110c186f-54e9-4114-8646-c55536cbf62c,154,Guinea,Africa,0.27,1.21,4.8,98.68,36459,0,440,0,35976,0,43,660107,13747090,377,31243,21,32.0,8,48018,2652.0
156,fd80c13b-96b1-49cb-8612-2fc3c13907fd,155,Mauritius,Africa,2.81,2.7,28.12,91.86,35850,0,968,0,32931,0,1951,358675,1275411,36,1318,4,759.0,0,281223,28109.0
157,2cd14646-419f-420e-83f3-004a8647ec65,156,Faeroe Islands,Europe,69.61,0.08,1581.85,22.47,34237,0,28,0,7693,0,26516,778000,49183,1,1757,0,569.0,5,15818474,696115.0
158,ebe06cac-5d5c-4fdd-bfe0-7fb7b27fbf19,157,Aruba,North America,31.55,0.62,165.4,99.22,33929,0,212,0,33663,0,54,177885,107549,3,507,1,1971.0,2,1653990,315475.0
159,10f44464-c1a6-4339-b9a7-cc76ca8596d2,158,Tanzania,Africa,0.05,2.37,0.0,0.0,33797,0,800,0,32997,0,0,0,62668091,1854,78335,0,13.0,7,0,539.0
160,26a055d8-a99d-4f17-9698-7ec229f92804,159,Bahamas,North America,8.32,2.37,56.41,96.76,33242,0,787,0,32166,0,289,225483,399729,12,508,2,1969.0,11,564090,83161.0
161,a5a50324-b8db-40ce-9a38-8c9f42b2257d,160,Lesotho,Africa,1.51,2.12,19.42,73.35,32880,0,697,0,24116,0,8067,421681,2171561,66,3116,5,321.0,0,194183,15141.0
162,fe9ceb47-3198-44a6-977f-ad8a1c678ed7,161,Haiti,North America,0.26,2.71,1.14,91.04,30511,0,827,0,27778,0,1906,132422,11642415,382,14078,88,71.0,0,11374,2621.0
163,3333f6e7-a25a-4047-89f1-54968028405f,162,Mali,Africa,0.14,2.39,3.04,97.22,30470,2,727,0,29623,3,120,645141,21256604,698,29239,33,34.0,0,30350,1433.0
164,1e9e5a58-50c9-4ff6-988d-2b7cdc2ae9c2,163,Isle of Man,Europe,32.12,0.3,175.68,92.86,27566,0,82,0,25598,0,1886,150753,85810,3,1046,1,956.0,0,1756823,321245.0
165,e2155710-14d8-4ee2-87c2-7d46c3ac1ef8,164,Benin,Africa,0.21,0.6,4.77,94.63,26952,0,163,0,25506,0,1283,604310,12670814,470,77735,21,13.0,5,47693,2127.0
166,ecade240-f4b1-4d06-b965-d48fa3c4486b,165,Somalia,Africa,0.16,5.11,2.4,49.93,26400,0,1348,0,13182,0,11870,400466,16657836,631,12357,42,81.0,0,24041,1585.0
167,bf5fe94d-de57-4ff8-b174-c1238e097c6c,166,Bhutan,Asia,3.15,0.04,264.96,87.44,24761,445,9,0,21651,350,3101,2083307,786271,32,87363,0,11.0,14,2649604,31492.0
168,c149304f-2523-4a3e-bc83-3d34d9c222e2,167,Congo,Africa,0.42,1.6,6.05,83.86,24062,0,384,0,20178,0,3500,347815,5752339,239,14980,17,67.0,0,60465,4183.0
169,cdb788e9-dee2-4809-993f-421c2223ef13,168,Saint Lucia,North America,12.38,1.59,75.65,98.26,22919,0,365,0,22521,0,33,140011,185076,8,507,1,1972.0,1,756505,123836.0
170,3bf85af0-0824-456e-b402-e67770e0d954,169,Timor-Leste,Asia,1.68,0.57,18.8,99.35,22817,0,130,0,22669,0,18,256079,1361768,60,10475,5,95.0,0,188049,16755.0
171,0a14bd04-b96e-4afb-b4bf-8a4657740ccd,170,Taiwan,Asia,0.09,3.78,52.43,88.57,22566,103,853,0,19987,43,1726,12525443,23891184,1059,28008,2,36.0,0,524271,945.0
172,2777760e-308e-4b64-ae2a-32861952ca58,171,Burkina Faso,Africa,0.1,1.83,1.14,98.11,20822,0,381,0,20429,0,12,248995,21891701,1051,57459,88,17.0,0,11374,951.0
173,1004b1bb-30c2-49d2-b341-8a07c3fdcf99,172,Cayman Islands,North America,30.73,0.12,332.23,41.51,20606,0,24,0,8553,0,12029,222773,67054,3,2794,0,358.0,1,3322292,307305.0
174,a5595bac-dc78-412d-b4d6-a3dec5f10cff,173,Nicaragua,North America,0.27,1.21,0.0,23.01,18365,0,223,0,4225,0,13917,0,6760574,368,30316,0,33.0,0,0,2716.0
175,ade1dd49-6935-41ea-9387-173c6fabbdf2,174,Tajikistan,Asia,0.18,0.71,0.0,99.29,17388,0,124,0,17264,0,0,0,9907157,570,79896,0,13.0,0,0,1755.0
176,6b5f4ee7-4e90-42ac-9490-5a8052f01697,175,South Sudan,Africa,0.15,0.8,3.12,78.6,17184,0,138,0,13507,0,3539,356226,11420213,665,82755,32,12.0,1,31193,1505.0
177,8862c06a-6b2a-43dd-b0e7-65fa2c6adaac,176,Gibraltar,Europe,49.3,0.61,1573.33,96.02,16600,0,101,0,15940,0,559,529802,33674,2,333,0,2999.0,10,15733266,492962.0
178,f23e58f6-ff0e-4fac-ac2f-a82c51b41d30,177,Liechtenstein,Europe,41.8,0.52,209.86,95.4,16017,128,83,0,15280,0,654,80413,38317,2,462,0,2166.0,11,2098625,418013.0
179,bec0723e-b568-405c-aa9d-79c25dc00bc9,178,Equatorial Guinea,Africa,1.07,1.15,20.28,98.68,15903,0,183,0,15693,0,27,300567,1482448,93,8101,5,123.0,5,202750,10728.0
180,c830054b-710d-4310-8c0f-d3f68bdb773c,179,Djibouti,Africa,1.54,1.21,29.2,98.74,15580,0,189,0,15383,1,8,295700,1012793,65,5359,3,187.0,0,291965,15383.0
181,2e666397-1a93-4e38-a782-be34d6ea78b7,180,San Marino,Europe,43.95,0.75,418.09,97.15,14968,0,112,0,14541,0,315,142376,34054,2,304,0,3289.0,4,4180889,439537.0
182,5af2bc78-d5a6-4ba3-892b-a5e804f50f1c,181,CAR,Africa,0.29,0.77,1.63,46.82,14649,0,113,0,6859,0,7677,81294,4974651,340,44023,61,23.0,2,16342,2945.0
183,759b83e8-7188-4a7f-9cc9-d580187ac7ba,182,Grenada,North America,12.31,1.56,125.45,98.06,13967,0,218,0,13696,0,53,142284,113423,8,520,1,1922.0,4,1254455,123141.0
184,113949e6-d893-4803-9e79-ed404b7ef8f2,183,Bermuda,North America,19.96,1.03,1345.3,96.73,12354,0,127,0,11950,0,277,832485,61881,5,487,0,2052.0,0,13452998,199641.0
185,d310d75e-c9d9-4175-bfe9-77a72865fbb0,184,Gambia,Africa,0.47,3.05,6.14,96.7,11986,0,365,0,11591,0,30,155686,2533742,211,6942,16,144.0,0,61445,4731.0
186,10c001f9-5d62-4525-bfae-70dbdd7493d9,185,Greenland,North America,21.02,0.18,289.65,23.06,11971,0,21,0,2761,0,9189,164926,56940,5,2711,0,369.0,4,2896488,210239.0
187,7571007a-00f6-4500-bb60-f4fefbd4e388,186,Yemen,Asia,0.04,18.15,0.86,75.68,11803,0,2142,0,8933,0,728,265253,30959067,2623,14453,117,69.0,23,8568,381.0
188,17833c0d-21d8-4fa8-9744-2c39c541867f,187,Dominica,North America,16.3,0.53,249.36,97.59,11787,0,63,0,11503,0,221,180273,72295,6,1148,0,871.0,0,2493575,163040.0
189,cd8aca67-cf0e-4935-ba90-40fbeba12f31,188,Monaco,Europe,26.51,0.51,138.36,96.41,10530,40,54,0,10152,68,324,54960,39722,4,736,1,1359.0,4,1383616,265092.0
190,eb3c622c-4e09-4e76-9f62-5986ec532511,189,Solomon Islands,Australia/Oceania,1.46,1.24,0.71,21.05,10426,0,129,0,2195,0,8102,5117,715936,69,5550,140,180.0,1,7147,14563.0
191,e874ebf4-8dc3-4430-8cee-7188fe21b727,190,Saint Martin,North America,24.9,0.64,282.34,14.11,9912,0,63,0,1399,0,8450,112382,39804,4,632,0,1583.0,7,2823385,249020.0
192,73a44b22-4103-4219-abf6-6a9052c5a6ea,191,Eritrea,Africa,0.27,1.06,0.65,98.93,9724,0,103,0,9620,0,1,23693,3631122,373,35254,153,28.0,0,6525,2678.0
193,e5f66c08-7ee3-42ef-8794-bc5893959c2d,192,Sint Maarten,North America,22.15,0.89,141.95,98.93,9682,0,86,0,9578,0,18,62056,43716,5,508,1,1967.0,10,1419526,221475.0
194,ff4865bd-4235-44b3-89a7-d5780521117c,193,Niger,Africa,0.03,3.5,0.93,96.27,8799,0,308,0,8471,0,20,238965,25717035,2923,83497,108,12.0,1,9292,342.0
195,1a7c2436-654a-4ee5-b441-c5ecca24cdb3,194,Guinea-Bissau,Africa,0.4,2.08,6.25,87.4,8126,0,169,0,7102,0,855,128098,2048227,252,12120,16,83.0,6,62541,3967.0
196,1ab1822a-8b0c-42bd-afe6-fb7e43d89d69,195,Comoros,Africa,0.9,1.98,0.0,97.9,8081,0,160,0,7911,0,10,0,901555,112,5635,0,177.0,0,0,8963.0
197,7c640202-55e5-4657-9891-f36fc57df35b,196,Caribbean Netherlands,North America,30.17,0.39,113.07,96.16,8039,0,31,0,7730,0,278,30126,26644,3,859,1,1163.0,0,1130686,301719.0
198,efc676e5-a2c5-4d3b-9572-257b5e001d39,197,Sierra Leone,Africa,0.09,1.63,3.15,0.0,7674,0,125,0,7549,0,0,259958,8256825,1076,66055,32,15.0,0,31484,929.0
199,a9022093-264b-4ef7-8040-1af903412df3,198,Antigua and Barbuda,North America,7.53,1.8,19.03,98.12,7482,0,135,0,7341,0,6,18901,99329,13,736,5,1359.0,1,190287,75325.0
200,66685d8a-d2f8-45e9-b5b5-047535dbb566,199,Liberia,Africa,0.14,3.97,2.66,77.69,7397,0,294,0,5747,0,1356,139824,5262716,711,17900,38,56.0,2,26569,1406.0
201,eb98badf-bb25-4255-89eb-930e5be74222,200,Chad,Africa,0.04,2.61,1.11,66.9,7286,0,190,0,4874,0,2222,191341,17238609,2366,90730,90,11.0,0,11100,423.0
202,8ea1486d-6647-4b7c-835e-a2788a6a5b7b,201,St. Vincent Grenadines,North America,6.05,1.57,88.25,98.38,6746,0,106,0,6637,0,3,98446,111548,17,1052,1,950.0,0,882544,60476.0
203,f4a6f24f-8b9a-4f70-b7f0-3c1a3cbdfbff,202,British Virgin Islands,North America,20.08,1.01,332.32,0.0,6141,0,62,0,6079,0,0,101616,30578,5,493,0,2028.0,1,3323174,200831.0
204,85061c40-883d-44e2-9a50-c6c0b5de2a54,203,Sao Tome and Principe,Africa,2.63,1.23,12.84,98.65,5945,1,73,0,5865,0,7,29036,226180,38,3098,8,323.0,0,128376,26284.0
205,acee9dc8-0b7d-4eb7-9f1a-5e682db302ae,204,Turks and Caicos,North America,14.86,0.61,1101.02,98.95,5888,0,36,0,5826,0,26,436234,39621,7,1101,0,909.0,4,11010171,148608.0
206,6bcba3d3-d887-47d5-bdcd-7282cf91cc1e,205,Saint Kitts and Nevis,North America,10.3,0.76,120.97,99.24,5548,0,42,0,5506,0,0,65141,53848,10,1282,1,780.0,0,1209720,103031.0
207,399cc203-6843-4a31-b599-5fe5a0365cb6,208,St. Barth,North America,38.07,0.16,792.08,0.0,3780,0,6,0,3774,0,0,78646,9929,3,1655,0,604.0,0,7920838,380703.0
208,834d4b30-7863-48af-bee8-54b606081edf,210,Anguilla,North America,17.28,0.34,337.29,99.32,2633,0,9,0,2615,0,9,51382,15234,6,1693,0,591.0,4,3372850,172837.0
209,2223fb5d-b4b7-44f6-a006-ade92c817990,211,Vanuatu,Australia/Oceania,0.69,0.05,7.82,25.41,2204,275,1,0,560,5,1643,24976,319524,145,319524,13,3.0,2,78166,6898.0
210,f3f7c897-e88f-426f-b804-efc3ea76a20c,212,Saint Pierre Miquelon,North America,31.0,0.06,304.89,72.09,1781,0,1,0,1284,0,496,17516,5745,3,5745,0,174.0,1,3048912,310009.0
211,a24e99b5-d592-437a-bbeb-eb19bdfbc803,214,Samoa,Australia/Oceania,0.44,0.0,0.0,6.86,889,0,0,0,61,0,828,0,200690,226,0,0,0.0,0,0,4430.0
212,b230d5ca-c30a-4d22-814e-53ceccfb8364,215,Diamond Princess,,0.0,1.83,0.0,98.17,712,0,13,0,699,0,0,0,0,0,0,0,0.0,0,0,0.0
213,f2e9f8ce-c9cd-4ba0-bebe-bb0a853870c3,216,Wallis and Futuna,Australia/Oceania,4.17,1.54,188.16,96.48,454,0,7,0,438,0,9,20508,10899,24,1557,1,642.0,0,1881641,41655.0
214,563abe42-b4b2-4102-81a5-e65bcd3b8faa,217,Montserrat,North America,3.48,1.15,176.03,98.85,174,0,2,0,172,0,0,8796,4997,29,2499,1,400.0,0,1760256,34821.0
215,ec87cb7a-533c-4ed1-a2bd-7eb05549f552,218,Falkland Islands,South America,3.26,0.0,236.17,0.0,119,0,0,0,0,0,0,8632,3655,31,0,0,0.0,0,2361696,32558.0
216,4f5de98a-49e3-4394-9534-b4b0c800ff96,219,Macao,Asia,0.01,0.0,0.8,97.56,82,0,0,0,80,0,2,5318,664610,8105,0,125,0.0,0,8002,123.0
217,f4fd07f5-e786-4153-bafe-7b35194a7eef,220,Vatican City,Europe,3.61,0.0,0.0,96.55,29,0,0,0,28,0,1,0,804,28,0,0,0.0,0,0,36070.0
218,98a06a3a-311a-445f-9caf-3b967e1ffef5,221,Western Sahara,Africa,0.0,10.0,0.0,80.0,10,0,1,0,8,0,1,0,622669,62267,622669,0,2.0,0,0,16.0
219,fa63e305-e10f-4b5d-a400-2edd6dcab0f4,222,MS Zaandam,,0.0,22.22,0.0,77.78,9,0,2,0,7,0,0,0,0,0,0,0,0.0,0,0,0.0
220,4088c3ae-7003-40cf-971a-8db0325a24a0,223,Marshall Islands,Australia/Oceania,0.01,0.0,0.0,100.0,7,0,0,0,7,0,0,0,59879,8554,0,0,0.0,0,0,117.0
221,eb9b3fbc-6738-4a35-a943-42a0e05ea149,227,China,Asia,0.01,3.27,11.12,77.5,141986,1335,4638,0,110036,917,27312,160000000,1439323776,10137,310333,9,3.0,50,111163,99.0
